customer_id,first_name,last_name,gender,age,city,state,join_date,customer_segment
C00061,Gayathri,Chandra,Male,65,Warangal,Telangana,2024-09-12,Regular
C00062,Isha,Halder,Female,50,Warangal,Telangana,2026-06-26,VIP
C00063,Pushti,Jayaraman,Male,50,Coimbatore,Tamil Nadu,2023-10-18,Regular
C00064,Girindra,Panchal,Male,56,Coimbatore,Tamil Nadu,2024-04-03,Regular
C00065,Omya,Kade,Female,25,Pune,Maharashtra,2025-04-11,VIP
C00066,Eiravati,Dani,Male,57,Pune,Maharashtra,2026-06-10,Regular
C00067,Om,Wable,Female,31,Delhi,Delhi,2024-11-09,Regular
C00068,Lucky,Kibe,Male,34,Delhi,Delhi,2025-11-10,Regular
C00069,Abhiram,Sheth,Female,38,Surat,Gujarat,2023-03-09,VIP
C00070,Falguni,Bose,Male,47,Bengaluru,Karnataka,2023-08-09,Regular
C00071,Ira,Bhatt,Male,52,Mysuru,Karnataka,2024-05-11,Regular
C00072,Ishanvi,Baria,Male,40,Ahmedabad,Gujarat,2024-03-03,Premium
C00073,Yashica,Bath,Female,36,Pune,Maharashtra,2023-11-07,Regular
C00074,Zaid,Biswas,Male,60,Surat,Gujarat,2024-05-14,Premium
C00075,Edhitha,Parmar,Male,26,Surat,Gujarat,2025-12-24,Regular
C00076,Madhavi,Thaman,Male,35,Mysuru,Karnataka,2024-03-17,Regular
C00077,Shivani,Suresh,Female,31,Mumbai,Maharashtra,2023-10-20,Regular
C00078,Gautami,Bandi,Female,34,Ahmedabad,Gujarat,2025-06-11,VIP
C00079,Watika,Jha,Male,58,Warangal,Telangana,2023-10-12,Regular
C00080,Siya,Mandal,Male,18,Ahmedabad,Gujarat,2023-06-24,Regular
C00081,Zayyan,Sankar,Female,28,Chennai,Tamil Nadu,2023-01-17,Premium
C00082,Yagnesh,Sawhney,Male,25,Kolkata,West Bengal,2025-08-08,Regular
C00083,Eta,Sheth,Male,41,Chennai,Tamil Nadu,2026-03-14,Regular
C00084,Veer,Goda,Female,26,Chennai,Tamil Nadu,2023-10-20,Regular
C00085,Ranveer,Chanda,Male,40,Lucknow,Uttar Pradesh,2025-04-12,Regular
C00086,Advay,Dube,Male,40,Pune,Maharashtra,2025-02-26,Premium
C00087,Jonathan,Kar,Male,33,Kolkata,West Bengal,2026-04-22,Premium
C00088,Zayan,Kamdar,Female,19,Coimbatore,Tamil Nadu,2022-09-23,Regular
C00089,Amara,Badal,Female,69,Delhi,Delhi,2025-05-29,Regular
C00090,Falak,Dutt,Female,28,Pune,Maharashtra,2026-06-21,Premium
C00091,Jasmit,Shere,Female,20,Mysuru,Karnataka,2023-05-11,Premium
C00092,Gaurang,Gole,Male,70,Pune,Maharashtra,2025-03-04,VIP
C00093,Charvi,Salvi,Female,70,Lucknow,Uttar Pradesh,2023-09-03,Premium
C00094,Fariq,Hegde,Male,19,Pune,Maharashtra,2026-03-25,Regular
C00095,Rudra,Viswanathan,Female,35,Kanpur,Uttar Pradesh,2026-05-04,Premium
C00096,Wridesh,Sawhney,Female,59,Ahmedabad,Gujarat,2023-10-08,Regular
C00097,Vamakshi,Kaur,Male,25,Delhi,Delhi,2024-05-03,Premium
C00098,Darika,Golla,Male,55,Ahmedabad,Gujarat,2024-09-30,VIP
C00099,Bhanumati,D’Alia,Male,24,Ahmedabad,Gujarat,2026-06-18,Regular
C00100,Sara,Gokhale,Female,45,Lucknow,Uttar Pradesh,2024-10-14,Regular
C00101,Dakshesh,Oza,Female,54,Mysuru,Karnataka,2025-01-03,Regular
C00102,Vivaan,Shenoy,Female,18,Warangal,Telangana,2022-07-13,Regular
C00103,Faris,Dani,Female,45,Mumbai,Maharashtra,2023-01-10,Regular
C00104,Urvi,Prashad,Female,60,Delhi,Delhi,2023-12-29,Premium
C00105,Hardik,Gandhi,Female,60,Surat,Gujarat,2025-03-07,Regular
C00106,Chandran,Sachdev,Female,53,Kanpur,Uttar Pradesh,2025-08-12,Regular
C00107,Nimrat,Sunder,Female,61,Kolkata,West Bengal,2023-12-02,Premium
C00108,Urvi,Kaul,Female,43,Coimbatore,Tamil Nadu,2023-11-05,Regular
C00109,Lakshmi,Thaman,Female,36,Hyderabad,Telangana,2024-12-01,Regular
C00110,Zinal,Tandon,Female,46,Delhi,Delhi,2023-10-10,Regular
C00111,Jeremiah,Chawla,Female,68,Mumbai,Maharashtra,2026-04-07,VIP
C00112,Vedant,Raghavan,Male,36,Coimbatore,Tamil Nadu,2023-02-04,Regular
C00113,Aachal,Pandit,Male,70,Delhi,Delhi,2023-08-02,VIP
C00114,Lekha,Salvi,Female,32,Pune,Maharashtra,2024-09-24,Premium
C00115,Ridhi,Dayal,Male,20,Chennai,Tamil Nadu,2025-02-02,Regular
C00116,Ekiya,Kuruvilla,Male,47,Kochi,Kerala,2025-12-19,Regular
C00117,Hamsini,Prashad,Female,49,Mumbai,Maharashtra,2024-04-05,Regular
C00118,Chaitanya,Sur,Male,66,Chennai,Tamil Nadu,2022-09-28,Premium
C00119,Bhanumati,Naik,Female,32,Mysuru,Karnataka,2024-06-19,Regular
C00120,Rishi,Nadig,Male,53,Jaipur,Rajasthan,2024-11-10,Regular
C00121,Umang,Prasad,Female,26,Mysuru,Karnataka,2024-04-28,Premium
C00122,Yug,Sanghvi,Female,57,Delhi,Delhi,2023-11-07,Premium
C00123,Lucky,Ravel,Female,28,Kolkata,West Bengal,2025-06-14,Premium
C00124,Triveni,Bhasin,Female,34,Kochi,Kerala,2024-01-16,Premium
C00125,Pooja,Mutti,Female,58,Ahmedabad,Gujarat,2026-01-20,Regular
C00126,Pooja,Nayar,Male,63,Jaipur,Rajasthan,2022-09-19,Regular
C00127,Arjun,Prabhu,Female,38,Ahmedabad,Gujarat,2022-09-29,Premium
C00128,Chaaya,Nath,Male,27,Bengaluru,Karnataka,2026-02-24,Regular
C00129,Aarini,Apte,Male,22,Chennai,Tamil Nadu,2023-02-11,Regular
C00130,Bhavini,Chahal,Female,44,Delhi,Delhi,2026-01-10,Regular
C00131,Gayathri,Mohan,Female,67,Kolkata,West Bengal,2024-03-12,Regular
C00132,Reyansh,Murty,Female,48,Hyderabad,Telangana,2024-07-06,Regular
C00133,Hredhaan,Menon,Female,66,Lucknow,Uttar Pradesh,2025-09-16,Regular
C00134,Krish,Nath,Male,49,Kolkata,West Bengal,2022-07-23,Regular
C00135,Nitara,Rastogi,Female,19,Kolkata,West Bengal,2025-12-28,Regular
C00136,Ishita,Menon,Male,47,Kanpur,Uttar Pradesh,2023-02-25,VIP
C00137,Samuel,Bakshi,Female,55,Hyderabad,Telangana,2023-08-04,Regular
C00138,Avi,Chadha,Male,59,Hyderabad,Telangana,2023-08-13,Regular
C00139,Jackson,Doctor,Male,21,Jaipur,Rajasthan,2024-04-25,Regular
C00140,Yashoda,Chopra,Male,47,Delhi,Delhi,2025-10-06,Regular
C00141,Ekavir,Shenoy,Female,66,Kanpur,Uttar Pradesh,2024-09-28,VIP
C00142,Mason,Bath,Female,23,Kolkata,West Bengal,2025-07-30,Regular
C00143,Chaaya,Varghese,Female,32,Warangal,Telangana,2024-01-12,Regular
C00144,Faqid,Chacko,Male,33,Warangal,Telangana,2026-03-16,Regular
C00145,Chatresh,Konda,Male,33,Hyderabad,Telangana,2024-09-05,Regular
C00146,Vidhi,Dani,Male,47,Mysuru,Karnataka,2023-04-17,Regular
C00147,Gaurav,Aggarwal,Male,56,Lucknow,Uttar Pradesh,2022-08-14,Regular
C00148,Ekalinga,Subramanian,Male,37,Mysuru,Karnataka,2024-08-19,Regular
C00149,Reva,Seth,Female,54,Hyderabad,Telangana,2024-03-14,Regular
C00150,Abhimanyu,Subramanian,Female,63,Kanpur,Uttar Pradesh,2024-10-24,Regular
C00151,Umang,Pillay,Male,62,Pune,Maharashtra,2025-08-16,Premium
C00152,Yashawini,Swaminathan,Male,40,Mysuru,Karnataka,2023-03-18,Regular
C00153,Alka,Kant,Male,50,Lucknow,Uttar Pradesh,2025-08-13,Regular
C00154,Ijaya,Chacko,Female,70,Hyderabad,Telangana,2022-08-04,Regular
C00155,Jairaj,Loyal,Female,58,Kolkata,West Bengal,2023-08-10,Premium
C00156,Adweta,Dyal,Male,45,Jaipur,Rajasthan,2022-07-24,Regular
C00157,Damini,Nagarajan,Female,47,Ahmedabad,Gujarat,2025-11-24,Regular
C00158,Reyansh,Shanker,Female,33,Ahmedabad,Gujarat,2025-10-11,Premium
C00159,Henry,Mohan,Female,46,Bengaluru,Karnataka,2022-09-22,Regular
C00160,Udyati,Wadhwa,Female,39,Jaipur,Rajasthan,2025-06-29,Regular
C00161,Hamsini,Kulkarni,Male,49,Delhi,Delhi,2025-02-22,Regular
C00162,Pooja,Hari,Female,35,Ahmedabad,Gujarat,2023-01-07,Premium
C00163,Harshil,Narayanan,Male,51,Ahmedabad,Gujarat,2026-02-24,VIP
C00164,Yuvraj,Pingle,Male,64,Bengaluru,Karnataka,2023-10-24,Regular
C00165,Anika,Taneja,Female,59,Pune,Maharashtra,2023-06-06,Premium
C00166,Triveni,Buch,Male,23,Jaipur,Rajasthan,2025-04-10,Regular
C00167,Kashvi,Prakash,Male,37,Kanpur,Uttar Pradesh,2026-03-21,Regular
C00168,Jagvi,Sama,Female,53,Lucknow,Uttar Pradesh,2024-11-26,Regular
C00169,Falan,Vala,Female,40,Kolkata,West Bengal,2024-06-21,Premium
C00170,Abhimanyu,Memon,Female,34,Ahmedabad,Gujarat,2026-04-13,Regular
C00171,Hemang,Taneja,Female,25,Mumbai,Maharashtra,2025-01-07,Premium
C00172,Zashil,Bassi,Male,31,Coimbatore,Tamil Nadu,2025-09-05,Premium
C00173,Jalsa,Bhandari,Female,24,Ahmedabad,Gujarat,2026-05-21,Premium
C00174,Chatura,Sandhu,Male,41,Surat,Gujarat,2023-03-18,Regular
C00175,Indali,Gera,Male,35,Hyderabad,Telangana,2023-12-11,Regular
C00176,Ayaan,D’Alia,Female,62,Warangal,Telangana,2024-10-29,VIP
C00177,Caleb,Bhavsar,Male,18,Kochi,Kerala,2025-04-18,Regular
C00178,Bakhshi,Comar,Female,46,Kochi,Kerala,2024-11-05,Regular
C00179,Jonathan,Nanda,Female,48,Warangal,Telangana,2026-01-19,Regular
C00180,Ishita,Sawhney,Female,49,Bengaluru,Karnataka,2023-01-20,Regular
C00181,Inaya,Solanki,Male,27,Warangal,Telangana,2025-01-09,Premium
C00182,Shravya,Chopra,Male,33,Surat,Gujarat,2025-10-04,Regular
C00183,Theodore,Chatterjee,Male,67,Kolkata,West Bengal,2024-02-15,Regular
C00184,Aayush,Goel,Female,37,Jaipur,Rajasthan,2022-09-17,Premium
C00185,Xalak,Saxena,Female,54,Kolkata,West Bengal,2025-02-01,Regular
C00186,Sara,Kurian,Male,58,Mysuru,Karnataka,2025-08-09,Regular
C00187,Dayamai,Mannan,Male,33,Bengaluru,Karnataka,2025-09-04,Regular
C00188,Qarin,Warrior,Male,18,Bengaluru,Karnataka,2025-02-24,Regular
C00189,Adya,Walia,Female,20,Kochi,Kerala,2024-08-15,Regular
C00190,Vrishti,Sahni,Female,22,Surat,Gujarat,2023-12-09,Regular
C00191,Thomas,Sanghvi,Male,45,Ahmedabad,Gujarat,2023-08-21,Regular
C00192,Hamsini,Kalla,Male,35,Pune,Maharashtra,2025-06-18,Premium
C00193,Girindra,Borde,Male,28,Bengaluru,Karnataka,2023-05-14,Premium
C00194,Pooja,Toor,Female,25,Surat,Gujarat,2023-01-23,Regular
C00195,Harita,De,Female,35,Surat,Gujarat,2022-07-10,Regular
C00196,Oeshi,Prashad,Female,23,Kochi,Kerala,2024-03-06,Regular
C00197,Gabriel,Mohan,Female,56,Kolkata,West Bengal,2023-01-23,Regular
C00198,Aditya,Vohra,Male,61,Bengaluru,Karnataka,2023-07-17,Premium
C00199,Tanay,Solanki,Female,54,Hyderabad,Telangana,2023-08-03,Regular
C00200,Urishilla,Morar,Female,51,Coimbatore,Tamil Nadu,2024-08-26,Regular
C00201,Daksh,Verma,Male,55,Ahmedabad,Gujarat,2024-05-20,Regular
C00202,Joshua,Mitra,Male,48,Kochi,Kerala,2023-09-11,Regular
C00203,Qabil,Bhakta,Female,60,Delhi,Delhi,2023-11-24,Regular
C00204,Frado,Tara,Female,44,Coimbatore,Tamil Nadu,2025-03-03,Regular
C00205,Yashica,Salvi,Female,70,Surat,Gujarat,2024-02-03,Premium
C00206,Rachit,Raju,Female,23,Warangal,Telangana,2025-09-29,Regular
C00207,Nimrat,Mane,Male,67,Delhi,Delhi,2025-07-31,Regular
C00208,Janya,Patla,Female,44,Hyderabad,Telangana,2025-06-12,Regular
C00209,Sanya,Mody,Female,58,Lucknow,Uttar Pradesh,2024-09-26,Regular
C00210,Lakshmi,Mitra,Male,35,Warangal,Telangana,2024-11-25,Regular
C00211,Bahadurjit,Brahmbhatt,Female,62,Surat,Gujarat,2025-12-26,Regular
C00212,Mitali,Manda,Male,63,Hyderabad,Telangana,2023-06-26,Regular
C00213,Tristan,Anne,Female,23,Hyderabad,Telangana,2023-06-11,Regular
C00214,Rishi,Tailor,Female,25,Mysuru,Karnataka,2023-05-30,Regular
C00215,Yash,Ratti,Female,63,Chennai,Tamil Nadu,2025-11-06,Regular
C00216,Riya,Handa,Female,48,Ahmedabad,Gujarat,2023-03-03,VIP
C00217,Jatin,Natt,Female,53,Pune,Maharashtra,2025-11-14,Regular
C00218,Sarthak,Raju,Male,22,Mumbai,Maharashtra,2023-09-30,Regular
C00219,Chatura,Venkatesh,Female,68,Kolkata,West Bengal,2025-12-30,Regular
C00220,Sudiksha,Mahal,Female,64,Hyderabad,Telangana,2023-04-21,Regular
C00221,Lucky,Shanker,Male,46,Kochi,Kerala,2023-04-10,Regular
C00222,Ridhi,Mohan,Female,53,Lucknow,Uttar Pradesh,2022-12-13,Premium
C00223,Anita,Solanki,Female,38,Kanpur,Uttar Pradesh,2025-12-28,Premium
C00224,Abha,Raghavan,Female,32,Pune,Maharashtra,2023-05-07,Premium
C00225,Kabir,Dugar,Male,38,Kolkata,West Bengal,2026-06-12,Premium
C00226,Wishi,Majumdar,Female,60,Kanpur,Uttar Pradesh,2026-05-17,Premium
C00227,Inaya,Sandhu,Female,20,Chennai,Tamil Nadu,2023-08-15,Regular
C00228,Andrew,Borah,Male,46,Delhi,Delhi,2024-02-01,Regular
C00229,Bina,Rama,Male,64,Jaipur,Rajasthan,2022-10-16,Regular
C00230,Ishwar,Gera,Male,48,Chennai,Tamil Nadu,2025-04-14,Premium
C00231,Viraj,Panchal,Female,57,Ahmedabad,Gujarat,2024-01-22,Regular
C00232,Upasna,Talwar,Female,61,Bengaluru,Karnataka,2024-02-25,Premium
C00233,Devika,Wason,Female,58,Kanpur,Uttar Pradesh,2026-06-05,Premium
C00234,Vihaan,Ramachandran,Male,57,Kochi,Kerala,2025-04-14,Regular
C00235,Mitesh,Trivedi,Male,65,Surat,Gujarat,2025-08-07,Regular
C00236,Ishita,Prakash,Male,46,Mysuru,Karnataka,2024-10-22,Regular
C00237,Udarsh,Savant,Male,20,Surat,Gujarat,2022-12-05,Regular
C00238,Oviya,Karan,Female,40,Warangal,Telangana,2023-05-31,Regular
C00239,Om,Khalsa,Male,51,Chennai,Tamil Nadu,2023-08-23,Regular
C00240,Aarush,Mohan,Male,29,Coimbatore,Tamil Nadu,2022-07-15,Regular
C00241,Lekha,Prabhakar,Male,49,Kanpur,Uttar Pradesh,2024-02-04,VIP
C00242,Vyanjana,Singhal,Male,47,Chennai,Tamil Nadu,2022-08-16,Regular
C00243,Isaiah,Devi,Female,60,Jaipur,Rajasthan,2023-05-05,Regular
C00244,Widisha,Dalal,Female,61,Jaipur,Rajasthan,2023-01-06,Regular
C00245,Lavanya,Batta,Female,40,Bengaluru,Karnataka,2026-07-01,VIP
C00246,Sudiksha,Bawa,Female,62,Surat,Gujarat,2022-08-18,Regular
C00247,Leela,Kota,Male,42,Surat,Gujarat,2024-11-29,Premium
C00248,Vasudha,Bali,Male,42,Mysuru,Karnataka,2025-10-23,Regular
C00249,Ishani,Sarin,Female,19,Surat,Gujarat,2023-04-12,VIP
C00250,Faqid,Hegde,Female,18,Kanpur,Uttar Pradesh,2024-01-17,Regular
C00251,Warjas,Khosla,Female,36,Warangal,Telangana,2025-05-06,Premium
C00252,Ronith,Mani,Female,32,Pune,Maharashtra,2026-06-29,Regular
C00253,Fiyaz,Bora,Male,58,Ahmedabad,Gujarat,2026-06-07,Regular
C00254,Gaurav,Thakkar,Female,68,Warangal,Telangana,2024-05-24,Regular
C00255,Darpan,Din,Male,23,Lucknow,Uttar Pradesh,2023-06-09,VIP
C00256,Faras,Khurana,Female,29,Delhi,Delhi,2022-11-06,Regular
C00257,Onkar,Srinivas,Female,28,Lucknow,Uttar Pradesh,2026-06-22,Regular
C00258,Nathan,Zachariah,Female,65,Kochi,Kerala,2024-06-28,Premium
C00259,Megha,Goel,Female,22,Mysuru,Karnataka,2026-02-24,Regular
C00260,Damini,Sridhar,Female,69,Pune,Maharashtra,2026-01-28,Regular
C00261,Sachi,Luthra,Female,18,Bengaluru,Karnataka,2023-12-13,Regular
C00262,Michael,Kale,Female,41,Mysuru,Karnataka,2025-05-13,Regular
C00263,Liam,Chandra,Female,70,Ahmedabad,Gujarat,2024-06-11,Regular
C00264,Gavin,Agate,Male,61,Lucknow,Uttar Pradesh,2025-02-13,Regular
C00265,Falan,Iyer,Female,57,Hyderabad,Telangana,2022-11-20,Regular
C00266,Deepa,Subramaniam,Female,62,Bengaluru,Karnataka,2023-07-14,Regular
C00267,Rishi,Ganesh,Male,26,Kolkata,West Bengal,2024-12-26,Regular
C00268,Ikshita,Nagy,Female,49,Warangal,Telangana,2022-10-31,Regular
C00269,Tanish,Shanker,Male,42,Pune,Maharashtra,2022-08-19,Regular
C00270,Yadavi,Bahri,Male,44,Kolkata,West Bengal,2025-11-08,Regular
C00271,Jhalak,Om,Female,35,Kochi,Kerala,2026-01-12,Regular
C00272,Ayushman,Master,Male,46,Lucknow,Uttar Pradesh,2023-04-30,Regular
C00273,Wriddhish,Sekhon,Female,24,Pune,Maharashtra,2023-08-21,VIP
C00274,Michael,Sami,Female,21,Lucknow,Uttar Pradesh,2023-11-02,Regular
C00275,Gopal,Datta,Male,70,Mumbai,Maharashtra,2023-01-03,Regular
C00276,Ladli,Chandra,Male,21,Mumbai,Maharashtra,2024-11-07,Premium
C00277,Krish,Sawhney,Male,68,Pune,Maharashtra,2025-02-23,Regular
C00278,Ekantika,Kibe,Male,55,Bengaluru,Karnataka,2024-10-01,Regular
C00279,Yutika,Gulati,Female,67,Pune,Maharashtra,2023-07-21,Regular
C00280,Pranit,Rajagopal,Female,27,Hyderabad,Telangana,2024-10-31,VIP
C00281,Amrita,Pathak,Male,25,Ahmedabad,Gujarat,2022-09-18,Regular
C00282,Hamsini,Khosla,Male,18,Hyderabad,Telangana,2023-05-02,Regular
C00283,Aadi,Doctor,Female,19,Pune,Maharashtra,2025-10-09,Regular
C00284,Qasim,Ramakrishnan,Male,65,Warangal,Telangana,2026-06-22,Regular
C00285,Vasana,Srivastava,Male,48,Mysuru,Karnataka,2024-03-31,Regular
C00286,Manthan,Parekh,Male,46,Lucknow,Uttar Pradesh,2025-01-20,Regular
C00287,Neha,Kulkarni,Female,47,Warangal,Telangana,2025-12-06,Regular
C00288,Girindra,Dugar,Male,48,Hyderabad,Telangana,2024-12-10,Premium
C00289,Sachi,Nadig,Male,49,Kolkata,West Bengal,2025-02-05,Premium
C00290,Jagat,Kumar,Male,23,Jaipur,Rajasthan,2024-01-27,Regular
C00291,Xavier,Sagar,Male,26,Chennai,Tamil Nadu,2024-10-28,Regular
C00292,Nidra,Grover,Female,56,Delhi,Delhi,2023-10-10,Regular
C00293,Rishi,Bhat,Female,24,Jaipur,Rajasthan,2025-06-17,Premium
C00294,Upasna,Tara,Male,45,Mysuru,Karnataka,2023-11-25,Regular
C00295,Baljiwan,Sule,Female,39,Pune,Maharashtra,2023-08-04,Premium
C00296,Agastya,Bose,Female,64,Kanpur,Uttar Pradesh,2023-07-21,Regular
C00297,Henry,Vala,Female,60,Kolkata,West Bengal,2024-07-10,Regular
C00298,Faris,Chadha,Female,22,Chennai,Tamil Nadu,2022-12-13,Regular
C00299,Atharv,Chowdhury,Male,45,Bengaluru,Karnataka,2024-02-20,Regular
C00300,Benjamin,Mammen,Male,53,Lucknow,Uttar Pradesh,2022-08-14,Regular
C00301,Zaid,Oommen,Male,44,Delhi,Delhi,2025-07-31,Regular
C00302,Samesh,Zachariah,Male,36,Kolkata,West Bengal,2023-02-17,Regular
C00303,Vrishti,Luthra,Male,54,Lucknow,Uttar Pradesh,2024-04-24,Regular
C00304,Manbir,Parsa,Female,32,Chennai,Tamil Nadu,2026-06-13,Premium
C00305,Kamya,Sehgal,Female,25,Lucknow,Uttar Pradesh,2025-05-25,Premium
C00306,Imaran,Barad,Female,53,Pune,Maharashtra,2023-09-22,VIP
C00307,Urvi,Sathe,Female,19,Hyderabad,Telangana,2024-12-26,Regular
C00308,Hredhaan,Pall,Female,40,Surat,Gujarat,2025-09-02,Regular
C00309,Falan,Mohan,Female,22,Chennai,Tamil Nadu,2025-12-22,Regular
C00310,Ijaya,Rao,Male,65,Hyderabad,Telangana,2023-09-18,Regular
C00311,Yagnesh,Sathe,Female,47,Kanpur,Uttar Pradesh,2024-11-08,Regular
C00312,Unnati,Warrior,Female,64,Lucknow,Uttar Pradesh,2023-07-14,Regular
C00313,Jatin,Lala,Male,27,Bengaluru,Karnataka,2023-09-24,Regular
C00314,Ishanvi,Kala,Male,35,Warangal,Telangana,2023-12-13,Regular
C00315,Tanmayi,Raju,Female,56,Kolkata,West Bengal,2023-09-11,Regular
C00316,Dhruv,Bose,Male,66,Ahmedabad,Gujarat,2023-06-01,Regular
C00317,Abha,Venkatesh,Female,25,Lucknow,Uttar Pradesh,2023-08-30,Regular
C00318,Gavin,Balasubramanian,Female,20,Kochi,Kerala,2023-04-28,Regular
C00319,Abha,Rana,Male,31,Warangal,Telangana,2023-12-26,Regular
C00320,Priya,Dash,Male,66,Mumbai,Maharashtra,2026-02-15,Regular
C00321,Varsha,Krishnamurthy,Male,18,Delhi,Delhi,2023-11-06,Regular
C00322,Meghana,Menon,Male,26,Kolkata,West Bengal,2022-08-20,Regular
C00323,Falguni,Radhakrishnan,Female,22,Pune,Maharashtra,2023-09-20,Regular
C00324,Eta,Sangha,Female,19,Warangal,Telangana,2024-01-04,Regular
C00325,Tanmayi,Pandya,Female,54,Bengaluru,Karnataka,2025-09-11,Regular
C00326,Maya,Palla,Female,36,Kanpur,Uttar Pradesh,2026-03-07,Regular
